NAME,the_geom,ADDRESS1,ADDRESS2,CITY,ZIP,long,lat
The Dollhaus Art Gallery,POINT (-73.96728726366906 40.710901835702906),37 Broadway,,Brooklyn,11211,-73.96728726,40.71090184
The Gallery 172,POINT (-73.87491939831187 40.831580396853354),1620 E 172nd St,,Bronx,10472,-73.8749194,40.8315804
The Old Print Shop Inc,POINT (-73.98210767882377 40.743741261738705),150 Lexington Ave,,Manhattan,10016,-73.98210768,40.74374126
The Phatory Llc,POINT (-73.97947469330362 40.7257216580395),618 E 9th St,,Manhattan,10009,-73.97947469,40.72572166
The Q Department,POINT (-74.00036767715117 40.719663113594706),28 Howard St,,Manhattan,10013,-74.00036768,40.71966311
The Scene Gallery,POINT (-73.99097517163823 40.721062061560076),42 Rivington St,,Manhattan,10002,-73.99097517,40.72106206
Thicket,POINT (-74.00824904575869 40.71858122441153),10 Leonard St,,Manhattan,10013,-74.00824905,40.71858122
Think Art Gallery,POINT (-73.99403188876548 40.7546672150301),336 W 37th St,,Manhattan,10018,-73.99403189,40.75466722
Thomas & Hirsch,POINT (-74.0022847048919 40.72343124213582),375 W Broadway,,Manhattan,10012,-74.0022847,40.72343124
Thomas Erben Gallery,POINT (-74.00429401112444 40.749896437561546),526 W 26th St,,Manhattan,10001,-74.00429401,40.74989644
Thomson C Art,POINT (-73.96430989681751 40.774006734867456),19 E 75th St,,Manhattan,10021,-73.9643099,40.77400673
Three East Third St Corp,POINT (-73.99127036086344 40.726317169194125),3 E 3rd St,,Manhattan,10003,-73.99127036,40.72631717
Throckmorton Fine Arts,POINT (-73.96844689694198 40.76094893064263),145 E. 57th St.,3rd Fl.,Manhattan,10022,-73.9684469,40.76094893
Tilton Jack Gallery,POINT (-74.00200057983146 40.72225087144002),47 Greene St,,Manhattan,10013,-74.00200058,40.72225087
Time Is Always Now,POINT (-74.00165245526333 40.72303600769511),476 Broome St.,,Manhattan,10013,-74.00165246,40.72303601
Tk Oriental Antiques,POINT (-73.97182904482004 40.762345560476284),41 E 57th St,,Manhattan,10022,-73.97182904,40.76234556
Tobey Fine Art,POINT (-73.99703668451343 40.72443534760606),580 Broadway,,Manhattan,10012,-73.99703668,40.72443535
Ton Ying & Co,POINT (-73.96571787671886 40.758081125504276),1050 2nd Ave,Rm 87,Manhattan,10022,-73.96571788,40.75808113
Tonal Motion Inc,POINT (-73.98546138708296 40.752454571078225),1026 Avenue of the Americas,,Manhattan,10018,-73.98546139,40.75245457
Tonkonow Leslie,POINT (-74.00615109302096 40.74795821657633),535 W 22nd St,,Manhattan,10011,-74.00615109,40.74795822
Tower Art Gallery,POINT (-74.0095084934269 40.70983827872425),7 Maiden Ln,,Manhattan,10038,-74.00950849,40.70983828
Traditional Art Gallery Inc,POINT (-73.96585513475492 40.758034786660545),1050 2nd Ave,,Manhattan,10022,-73.96585513,40.75803479
Triangle Editions,POINT (-73.9677731620756 40.764710751441086),111 E 62nd St,,Manhattan,10021,-73.96777316,40.76471075
Tribes Gallery,POINT (-73.97988408148974 40.72155550779509),285 E. Third St.,,Manhattan,10009,-73.97988408,40.72155551
Triple Candie,POINT (-73.9550632174421 40.81374657890127),461 W 126th St,,Manhattan,10027,-73.95506322,40.81374658
Triton Collection the,POINT (-74.00704894372035 40.75257911943997),224 12th Ave,,Manhattan,10001,-74.00704894,40.75257912
Troubetzkoy Paintings,POINT (-73.97777959495151 40.72422992194957),366 E 8th St,,Manhattan,10009,-73.97777959,40.72422992
Tunick David,POINT (-73.96849022604967 40.76833078347223),19 East 66th Street,,Manhattan,10065,-73.96849023,40.76833078
Turkana Gallery,POINT (-74.01245254988984 40.709767780555694),125 Cedar St,,Manhattan,10006,-74.01245255,40.70976778
Ubu Gallery,POINT (-73.96124389562185 40.75904777703154),416 EAST 59 STREET,,Manhattan,10022,-73.9612439,40.75904778
Under Minerva,POINT (-73.99264059463559 40.66242444886783),656 5th Ave,,Brooklyn,11215,-73.99264059,40.66242445
Up & Co,POINT (-74.00525333608093 40.718035958515735),257 Church St,,Manhattan,10013,-74.00525334,40.71803596
Uptown Gallery the,POINT (-73.95834181152964 40.78195082570154),1194 Madison Ave,,Manhattan,10128,-73.95834181,40.78195083
Urban Architecture Gallery of Applied Arts Inc,POINT (-73.95568290353586 40.73872000117206),1205 Manhattan Ave,,Brooklyn,11222,-73.9556829,40.73872
"Ursus Books & Prints, Ltd.",POINT (-73.96314947605681 40.77455057047168),981 Madison Ave.,,Manhattan,10021,-73.96314948,40.77455057
Valenzi Gallery & Framing,POINT (-73.92609137053243 40.769757974132226),2904 23rd St,,Astoria,11102,-73.92609137,40.76975797
Van De Weghe Fine Art,POINT (-74.00485831599102 40.748295055076056),521 W 23rd St,,Manhattan,10011,-74.00485832,40.74829506
Vance Jordan Fine Art,POINT (-73.96412402055026 40.7740762256816),958 Madison Ave,,Manhattan,10001,-73.96412402,40.77407623
Veranda Design,POINT (-73.9771925909779 40.786271129139486),225 W 83rd St,,Manhattan,10024,-73.97719259,40.78627113
Verona Arts Ltd,POINT (-73.97755224356966 40.75749369898942),603 5th Ave,,Manhattan,10017,-73.97755224,40.7574937
Viart Corporation,POINT (-73.97064699525346 40.76043003631743),120 E 56th St,,Manhattan,10022,-73.970647,40.76043004
Vick Corporate Art Advisors,POINT (-74.00577306506825 40.749804550132424),210 11th Ave,Rm 808,Manhattan,10001,-74.00577307,40.74980455
Vieille Russie Inc Antiqs & Jwlry,POINT (-73.97253001784061 40.76431012217276),781 5th Ave,,Manhattan,10022,-73.97253002,40.76431012
Vietnam Art Design,POINT (-74.01012569658072 40.718403862409026),345 Greenwich St,,Manhattan,10013,-74.0101257,40.71840386
Viewpoint Gallery,POINT (-73.99068944798088 40.73711798578153),41 Union Sq W,Ph,Manhattan,10003,-73.99068945,40.73711799
Vincent Fremont Enterprises,POINT (-73.99187771197147 40.73550086652194),1 Union Sq W,Ste 307,Manhattan,10003,-73.99187771,40.73550087
Viridian Artists Inc,POINT (-74.0047276435506 40.7492913813902),530 W 25th St,,Manhattan,10001,-74.00472764,40.74929138
Visage Studios,POINT (-73.98424841060464 40.75055102601993),12 West 37th Street,Rm 1211,Manhattan,10018,-73.98424841,40.75055103
Visual Arts Gallery,POINT (-74.00014431394463 40.725920598893055),137 Wooster St,,Manhattan,10012,-74.00014431,40.7259206
Volpe Organization,POINT (-73.98809616725292 40.77482589447644),100 W End Ave,,Manhattan,10023,-73.98809617,40.77482589
Wada Takashi Gallery,POINT (-73.98849960685845 40.76290654530983),350 W 50th St,,Manhattan,10019,-73.98849961,40.76290655
Wade Maxx Art Gallery,POINT (-73.98013755406222 40.775209204933255),191 Columbus Ave,,Manhattan,10023,-73.98013755,40.7752092
Wally Findlay Galleries,POINT (-73.96978732354177 40.76088972879902),124 E 57th St,,Manhattan,10022,-73.96978732,40.76088973
Ward-Nasse Gallery,POINT (-74.00206948926476 40.726124349360326),178 Prince St,,Manhattan,10012,-74.00206949,40.72612435
Washburn Galleries,POINT (-73.97548939715747 40.76329173421364),20 W 57th St,Lbby,Manhattan,10019,-73.9754894,40.76329173
Washington Sq Outdoor Art Exhibit Inc,POINT (-73.98955957434988 40.73055351406694),115 E 9th St,,Manhattan,10003,-73.98955957,40.73055351
Webster David,POINT (-74.00604993518832 40.742554940223926),448 W 16th St,,Manhattan,10011,-74.00604994,40.74255494
Weisbrod Chinese Art Ltd,POINT (-73.97195658131889 40.76183606457246),36 E 57th St,,Manhattan,10022,-73.97195658,40.76183606
Wellesley the,POINT (-73.9604313705021 40.76937886836503),200 E 72nd St,,Manhattan,10021,-73.96043137,40.76937887
Wessel & O'Connor,POINT (-73.99604272085784 40.74658362420755),242 W. 26th St.,,Manhattan,10011,-73.99604272,40.74658362
Westbeth Gallery,POINT (-74.00892207369608 40.73681609073264),55 Bethune St,# 318-C,Manhattan,10014,-74.00892207,40.73681609
Western Art Collectors Society,POINT (-74.09740510896602 40.59524979737109),1374 Richmond Rd,,Staten Island,10304,-74.09740511,40.5952498
Westwood Gallery,POINT (-73.99734433829671 40.724422962305674),568 Broadway,,Manhattan,10012,-73.99734434,40.72442296
Weybridge Fine Art,POINT (-73.9609780584284 40.77737493217594),30 E 81st St,,Manhattan,10028,-73.96097806,40.77737493
Whas Cultural Art Center Inc,POINT (-73.93249802646282 40.85624732743534),4450 Broadway,,Manhattan,10040,-73.93249803,40.85624733
White Box,POINT (-74.00398260805142 40.7503229067573),525 W. 26th St.,,Manhattan,10001,-74.00398261,40.75032291
White Columns Inc,POINT (-74.00412298674621 40.7390733900545),320 W 13th St,,Manhattan,10014,-74.00412299,40.73907339
Whitfield James Fine Art,POINT (-73.99223344839037 40.7341517204105),107 University Pl,,Manhattan,10003,-73.99223345,40.73415172
Wickiser Walter Gallery Inc,POINT (-74.00583422026774 40.74970893312495),210 Eleventh Avenue,Suite 303,Manhattan,10001,-74.00583422,40.74970893
Willow Woodstock Artistic Enterprises,POINT (-73.98503773768752 40.7273179875329),92 Saint Marks Pl,,Manhattan,10009,-73.98503774,40.72731799
Wilmer Jenning Gallery,POINT (-73.9829756398302 40.721588112300466),215 E 2nd St,,Manhattan,10009,-73.98297564,40.72158811
Winston Wachter Mayer Fine Art,POINT (-74.00469933980688 40.7494705508339),530 W 25th St,# 102,Manhattan,10001,-74.00469934,40.74947055
Winter Works On Paper,POINT (-73.95596898652045 40.718843857404806),167 North 9th Street,,Brooklyn,11211,-73.95596899,40.71884386
Wolf Daniel Inc,POINT (-73.96208739067471 40.775154974749334),52 E 78th St,,Manhattan,10021,-73.96208739,40.77515497
Woodward Gallery,POINT (-73.99181719407879 40.7190134351541),133 Eldridge Street,,Manhattan,10002,-73.99181719,40.71901344
WORLD AFRICA,POINT (-73.94753650623625 40.83514503903612),779 RIVERSIDE DR,APT A60,Manhattan,10032,-73.94753651,40.83514504
World Art Center,POINT (-74.00717581854839 40.71059948663547),104 Nassau St,,Manhattan,10038,-74.00717582,40.71059949
Yancey Richardson Gallery,POINT (-74.00606501650554 40.747990092758),535 W 22nd St,,Manhattan,10011,-74.00606502,40.74799009
Yasuda Fine Arts Inc,POINT (-73.97760350331404 40.76154759316407),15 W 53rd St,,Manhattan,10019,-73.9776035,40.76154759
Yorks Shona Gallery,POINT (-73.99930952043819 40.72346095072394),99 Spring St,,Manhattan,10012,-73.99930952,40.72346095
Yorkville Art Gallery & Framing,POINT (-73.94977563288387 40.784125667613885),1687 3rd Ave,,Manhattan,10128,-73.94977563,40.78412567
Yoshii Gallery,POINT (-73.96353644734154 40.77472916422377),980 Madison Avenue,3rd Floor,Manhattan,10075,-73.96353645,40.77472916
Yung Hee Kim,POINT (-73.96503049783473 40.77480194940473),945 5th Ave,,Manhattan,10021,-73.9650305,40.77480195
Zabriskie Gallery,POINT (-73.97608678432614 40.764177063493484),41 W 57th St,Fl 4,Manhattan,10019,-73.97608678,40.76417706
Zarre Andre Gallery,POINT (-74.00694053104591 40.74665656097067),529 W 20th St,,Manhattan,10011,-74.00694053,40.74665656
Zetterquist Galleries,POINT (-73.96909886452057 40.76855090982749),3 East 66th Street,#1B,Manhattan,10065,-73.96909886,40.76855091
Zito Studio Gallery,POINT (-73.98835221789699 40.71959638253985),122 Ludlow St,,Manhattan,10002,-73.98835222,40.71959638
Zwirner & Wirth,POINT (-73.96656358087144 40.769475354080704),32 E. 69th St.,,Manhattan,10021,-73.96656358,40.76947535
Zwirner David Gallery,POINT (-74.00696818173046 40.745894958673),525 W 19th St,,Manhattan,10011,-74.00696818,40.74589496
Priska C. Juschka Fine Art Inc,POINT (-74.00436440935563 40.7512662970876),547 W 27th St,,Manhattan,10001,-74.00436441,40.7512663
1 2 3 Watts Gallery,POINT (-74.00902348594506 40.72385716638239),123 Watts St,,Manhattan,10013,-74.00902349,40.72385717
12 Below,POINT (-73.99106783126521 40.734601392796556),853 Broadway,,Manhattan,10003,-73.99106783,40.73460139
14 Sculptors Gallery,POINT (-73.99752290955341 40.725255318583244),168 Mercer St,,Manhattan,10012,-73.99752291,40.72525532
1405 Art Gallery,POINT (-73.9579834660085 40.769747219832055),1405 2nd Ave,,Manhattan,10021,-73.95798347,40.76974722
2 Welancora Gallery,POINT (-73.94151974328003 40.68407789876472),410 Jefferson Ave,,Brooklyn,11221,-73.94151974,40.6840779
280 Modern,POINT (-73.91448247157493 40.70924362650799),1875 Dekalb Ave,,Ridgewood,11385,-73.91448247,40.70924363
3 Costantino Fioratti Helen C,POINT (-73.96468514091578 40.77217101486103),36 E 73rd St,,Manhattan,10021,-73.96468514,40.77217101
303 Gallery,POINT (-74.00709988223846 40.74748972764634),547 W 21st Street,,Manhattan,10011,-74.00709988,40.74748973
33rd St Galleria,POINT (-73.99086172847174 40.74998473697619),401 7th Ave,,Manhattan,10001,-73.99086173,40.74998474
33rd Street Galleria,POINT (-73.9896764403985 40.74995772882257),131 W 33rd St,Lbby,Manhattan,10001,-73.98967644,40.74995773
4 Chambers Fine Art,POINT (-74.00711818986275 40.745480983048324),522 West 19th Street,,Manhattan,10011,-74.00711819,40.74548098
5 Robin Rice Gallery,POINT (-73.95513650506956 40.806039095014725),325 W 118th St,,Manhattan,10026,-73.95513651,40.8060391
531 Artspace,POINT (-73.94713438435649 40.72132181792675),531 Graham Ave,,Brooklyn,11222,-73.94713438,40.72132182
73 St Farmers Market,POINT (-73.953015464766 40.76730472453463),1368 York Ave,,Manhattan,10021,-73.95301546,40.76730472
A Clean Well Lighted Place Inc,POINT (-74.00455563265132 40.734536111030195),363 Bleecker St,,Manhattan,10014,-74.00455563,40.73453611
A J ARTS LTD,POINT (-73.91691325451417 40.618609648042934),6208 MILL LN,,Brooklyn,11234,-73.91691325,40.61860965
A.I.R. Gallery,POINT (-74.00247723876265 40.72220573764243),40 Wooster St,,Manhattan,10013,-74.00247724,40.72220574
AAA-Abbey Mdsng Co Inc,POINT (-73.9699306449376 40.64223848857642),618 Coney Island Ave,,Brooklyn,11218,-73.96993064,40.64223849
Abada Felix Inc,POINT (-73.95369906884567 40.77982818893016),1556 3rd Ave,,Manhattan,10128,-73.95369907,40.77982819
Aberbach Fine Art,POINT (-73.97156738540961 40.76234164563961),41 E 57th Street,14th Floor Suite1401,Manhattan,10022,-73.97156739,40.76234165
Aca Galleries,POINT (-74.00671307190173 40.7466637235728),529 W 20th St,,Manhattan,10011,-74.00671307,40.74666372
Ace Gallery,POINT (-74.00800569763308 40.72518059211007),275 Hudson St,,Manhattan,10013,-74.0080057,40.72518059
Acquavella Galleries Inc,POINT (-73.96264902751969 40.776241997318024),18 E 79th St,,Manhattan,10021,-73.96264903,40.776242
Adam Baumgold Fine Art,POINT (-73.96107580310452 40.77566375107602),74 E. 79th St.,,Manhattan,10021,-73.9610758,40.77566375
Adam Williams Fine Art Ltd,POINT (-73.96206753819425 40.776967240487316),24 East 80th Street,,Manhattan,10075,-73.96206754,40.77696724
Adams Fund Art Buyers,POINT (-73.9859359709644 40.78013538557862),330 W 72nd St,Bsmt,Manhattan,10023,-73.98593597,40.78013539
Adams George Gallery,POINT (-73.97614892855628 40.76409153208361),41 W 57th St,Lbby,Manhattan,10019,-73.97614893,40.76409153
Adelson Galleries,POINT (-73.95485347510008 40.77602747338123),219 E 82nd St,,Manhattan,10028,-73.95485348,40.77602747
Adler & Conkright Fine Art Llc,POINT (-73.96624091514376 40.770975244655446),24 E 71st St,,Manhattan,10021,-73.96624092,40.77097524
African Arts Center Inc,POINT (-74.00566649112767 40.751919578935706),615 W 27th St,,Manhattan,10001,-74.00566649,40.75191958
Africart Motherland Inc,POINT (-73.9473959108493 40.81484873741814),2478 Frederick Douglas Blvd,,Manhattan,10027,-73.94739591,40.81484874
Agora Gallery,POINT (-74.00462798050833 40.74943954389719),530 W 25th St,,Manhattan,10001,-74.00462798,40.74943954
Akira Ikeda Gallery,POINT (-74.00198720202906 40.731598062845464),17 Cornelia St,,Manhattan,10014,-74.0019872,40.73159806
Alan Brasington Inc,POINT (-74.00465111517532 40.73792128413487),23 8th Ave,,Manhattan,10014,-74.00465112,40.73792128
Alaska on Madison,POINT (-73.96107281271044 40.77729595234076),1065 Madison Ave,,Manhattan,10028,-73.96107281,40.77729595
Alexander and Bonin,POINT (-74.00599210995543 40.74468740455551),132 10th Ave,,Manhattan,10011,-74.00599211,40.7446874
Alexander's Sculptural Svce,POINT (-73.97794941736475 40.749983526424735),117 E 39th St,,Manhattan,10016,-73.97794942,40.74998353
Alexandre Gallery,POINT (-73.97161806065871 40.76226849395318),41 E 57th St,,Manhattan,10022,-73.97161806,40.76226849
Alliance of Queens Artists,POINT (-73.85334628561375 40.71066978214045),99-10 Metropolitan Ave.,,Forest Hills,11375,-73.85334629,40.71066978
Blum Peter-Blum Arts,POINT (-74.00107688198324 40.72459069512193),99 Wooster St,,Manhattan,10012,-74.00107688,40.7245907
Alter Silver Gallery Corp,POINT (-73.9657483087514 40.75820702064953),1050 2nd Ave,,Manhattan,10022,-73.96574831,40.75820702
American European Fine Art Inc,POINT (-73.95473277767529 40.78188518223692),115 E 89th St,,Manhattan,10128,-73.95473278,40.78188518
American Fine Arts Co,POINT (-74.00610750035331 40.74749326770152),530 W 22nd St,,Manhattan,10011,-74.0061075,40.74749327
American Folk Art Museum - Eva and Morris Feld Gallery,POINT (-73.98142236076949 40.773145324578465),2 Lincoln Square,,Manhattan,10023,-73.98142236,40.77314532
Ameringer & Yohe Fine Arts,POINT (-74.00570231168705 40.747676900804294),525 West 22nd Street,,Manhattan,10011,-74.00570231,40.7476769
Amos Eno Gallery,POINT (-73.98909223945212 40.702839860367),111 Front Street,,Brooklyn,11201,-73.98909224,40.70283986
An American Space,POINT (-73.9537319541543 40.7834768790123),118 E 92nd St,,Manhattan,10128,-73.95373195,40.78347688
Ancient Art of the New World Inc,POINT (-73.95334298863992 40.76900975698234),525 E 72nd St,,Manhattan,10021,-73.95334299,40.76900976
Andover Gallery,POINT (-73.99023922743137 40.72083117119045),60 Rivington St,,Manhattan,10002,-73.99023923,40.72083117
Andrew Edlin Gallery,POINT (-74.00584416050778 40.744698184918754),134 Tenth Avenue,,Manhattan,10011,-74.00584416,40.74469818
Andy Warhol Authentication Board Inc,POINT (-74.0065781938964 40.7464976437538),525 W 20th St,,Manhattan,10011,-74.00657819,40.74649764
Angel Orensanz Foundation,POINT (-73.98566578523841 40.7211425940389),172 Norfolk St,,Manhattan,10002,-73.98566579,40.72114259
Anita Friedman Fine Arts,POINT (-73.96348524835835 40.77479505310624),980 Madison Ave,,Manhattan,10021,-73.96348525,40.77479505
Annex the,POINT (-74.0072691859354 40.751751244756214),601 W 26th St,,Manhattan,10001,-74.00726919,40.75175124
Annie Yau Gallery,POINT (-73.97318628787116 40.78882752190978),173 W 88th St,,Manhattan,10024,-73.97318629,40.78882752
Annina Nosei Gallery,POINT (-74.00603307178372 40.74745710909231),528 W 22nd St,,Manhattan,10011,-74.00603307,40.74745711
Anthony Grant Inc,POINT (-73.97595129099413 40.764030920387206),37 W 57th St,,Manhattan,10019,-73.97595129,40.76403092
Antik,POINT (-74.00559642923686 40.71861368160094),104 Franklin St,,Manhattan,10013,-74.00559643,40.71861368
Antiquarium Fine Ancient Arts Gallery Ltd,POINT (-73.96448583694475 40.77370829773766),948 Mad Ave,,Manhattan,10001,-73.96448584,40.7737083
Anton Kern Gallery Inc,POINT (-74.0071625805658 40.74626698919683),532 W 20th St,,Manhattan,10011,-74.00716258,40.74626699
Apex Art,POINT (-74.00442891117446 40.719029423996275),291 Church St,,Manhattan,10013,-74.00442891,40.71902942
April's Gallery,POINT (-73.9477984775635 40.82550711004373),501 W 145th St,,Manhattan,10031,-73.94779848,40.82550711
Arader W Graham Gallery,POINT (-73.96506780787688 40.771919812794174),29 E 72nd St,,Manhattan,10021,-73.96506781,40.77191981
Arash Gallery,POINT (-73.96632495463712 40.758354983332694),1051 2nd Ave,,Manhattan,10022,-73.96632495,40.75835498
Arcadia Fine Arts,POINT (-74.00191255468341 40.72233560547136),51 Greene St,,Manhattan,10013,-74.00191255,40.72233561
Archibald Arts,POINT (-73.99447221869303 40.76045676364441),602 10th Ave,,Manhattan,10036,-73.99447222,40.76045676
Archive Consulting & Management Services,POINT (-74.00406816395126 40.74945618747075),511 W 25th St,,Manhattan,10001,-74.00406816,40.74945619
Ariel Meyerowitz Gallery,POINT (-73.95720540498857 40.74562272150074),4720 Center Blvd.,Suite #2005,Long Island City,11109,-73.9572054,40.74562272
Ariston Development Group,POINT (-74.00720672426719 40.738630448977844),78 Horatio St,,Manhattan,10014,-74.00720672,40.73863045
Arleen G Becker Gallery Inc,POINT (-73.98078712426901 40.74557327933392),200 Lexington Avenue,,Manhattan,10022,-73.98078712,40.74557328
Art & Interiors Inc,POINT (-73.96625646159961 40.76095557965403),979 3rd Ave,,Manhattan,10022,-73.96625646,40.76095558
Art Advice Corporate Art Consultants,POINT (-73.97844632760412 40.744572073525504),200 E 33rd St,Lbby,Manhattan,10016,-73.97844633,40.74457207
Art Advisory Svces Inc,POINT (-73.96938236367227 40.764001186042606),530 Park Ave,,Manhattan,10065,-73.96938236,40.76400119
Art Asap,POINT (-73.99102178777146 40.764162754909265),444 W 50th St,,Manhattan,10019,-73.99102179,40.76416275
Art Auction Advisory Svces,POINT (-73.96934511430464 40.76406092278879),530 Park Avenue,,Manhattan,10065,-73.96934511,40.76406092
Art Avenues Inc,POINT (-73.98484183259625 40.77886824857134),240 W End Ave,,Manhattan,10023,-73.98484183,40.77886825
Art Finds,POINT (-73.97973389273444 40.79017492134076),140 Riverside Dr,,Manhattan,10024,-73.97973389,40.79017492
Blumka Gallery,POINT (-73.95986031902645 40.76968727518326),209 E 72nd St,,Manhattan,10021,-73.95986032,40.76968728
Art Gallery & Custom Framing,POINT (-73.99179292850394 40.73243385000468),799 Broadway,,Manhattan,10003,-73.99179293,40.73243385
Art In General,POINT (-74.00187734226864 40.71809470427269),79 Walker St,,Manhattan,10013,-74.00187734,40.7180947
Art Loft Gallery,POINT (-73.99773834075489 40.72119226004358),199 Lafayette St,,Manhattan,10012,-73.99773834,40.72119226
Art Merchandising and Media Inc,POINT (-73.96958162555178 40.766684593083745),26 E 64th St,Bsmt,Manhattan,10021,-73.96958163,40.76668459
Art Metaphysics Education,POINT (-73.99233661009842 40.756067985751834),323 W 39th St,,Manhattan,10018,-73.99233661,40.75606799
Art Placement International,POINT (-73.95878267381052 40.77733032956459),957 Park Ave,Apt 5W,Manhattan,10028,-73.95878267,40.77733033
Art Projects International Inc,POINT (-74.00940343348547 40.72229804091343),429 Greenwich St,Ph,Manhattan,10013,-74.00940343,40.72229804
Art Resources Transfer Inc,POINT (-74.00595090831266 40.749984570237736),210 11th Ave,,Manhattan,10001,-74.00595091,40.74998457
Art Student Showcase Inc,POINT (-73.99720725800789 40.72310856403507),248 Lafayette St,,Manhattan,10012,-73.99720726,40.72310856
Art Vue,POINT (-73.9800983571645 40.671529522114525),441 3rd St,,Brooklyn,11215,-73.98009836,40.67152952
Art Wise,POINT (-73.99324200487263 40.74498903638776),133 W 25th St,,Manhattan,10001,-73.993242,40.74498904
Arte Primitivo-Howard S Rose Gallery,POINT (-73.96929380183833 40.76784299499881),3 E 65th St,,Manhattan,10021,-73.9692938,40.76784299
Artefina International Inc,POINT (-73.97523365982514 40.596547373158224),246 Avenue U,,Brooklyn,11223,-73.97523366,40.59654737
Artemis Fine Arts Inc,POINT (-73.96520338983287 40.77279040346651),23 E 73rd St,,Manhattan,10021,-73.96520339,40.7727904
Artenova Ltd,POINT (-73.98126402551996 40.76647974955509),1780 Broadway,,Manhattan,10019,-73.98126403,40.76647975
Arterres,POINT (-73.99715508196216 40.72287262300235),242 Lafayette St,,Manhattan,10012,-73.99715508,40.72287262
Artique-the Art of Framing Inc,POINT (-73.97067461349071 40.79532708994234),2580 Broadway,,Manhattan,10025,-73.97067461,40.79532709
Artist Prod Gallery,POINT (-74.00085020193522 40.72034082024991),448 Broadway,,Manhattan,10013,-74.0008502,40.72034082
Artists Space,POINT (-74.00187570391502 40.72169943485471),38 Greene St,,Manhattan,10013,-74.0018757,40.72169943
Artlife Gallery,POINT (-74.00476655191915 40.725415004981215),155 Ave of the Americas,,Manhattan,10013,-74.00476655,40.725415
Art-Lore Inc,POINT (-73.95578568860223 40.738065759799625),1155 Manhattan Ave,,Brooklyn,11222,-73.95578569,40.73806576
Artrepreneur,POINT (-73.96511389261455 40.77469948486251),945 5th Ave,,Manhattan,10021,-73.96511389,40.77469948
Arts Action Research,POINT (-73.98338749200313 40.68664178336951),423 Atlantic Ave,,Brooklyn,11217,-73.98338749,40.68664178
Arts at University Settlement/Speyer Hall,POINT (-73.99119730157719 40.720680151916206),185 Eldridge St.,,Manhattan,10002,-73.9911973,40.72068015
Arts Du Monde,POINT (-73.99092836171616 40.743583968067256),40 W 25th St,,Manhattan,10010,-73.99092836,40.74358397
Arts India,POINT (-73.98879876096638 40.74320506078967),206 5th Ave,,Manhattan,10010,-73.98879876,40.74320506
Arts Proper International Inc,POINT (-73.97562041606622 40.76346975208143),24 W 57th St,,Manhattan,10019,-73.97562042,40.76346975
Artscope Inc,POINT (-73.97009199445296 40.763254120526184),502 Park Ave,,Manhattan,10022,-73.97009199,40.76325412
Ash Fine Art,POINT (-73.9618353271081 40.775535837495916),51 E 78th St,,Manhattan,10021,-73.96183533,40.77553584
Asher Gallant Gallery,POINT (-73.97259126282007 40.76067960028377),62 E 55th St,,Manhattan,10022,-73.97259126,40.7606796
Ashione Art Gallery,POINT (-74.00280458102809 40.73571649956089),41 Perry St,,Manhattan,10014,-74.00280458,40.7357165
Ashoka Crafts,POINT (-73.97994522704968 40.78157132600765),202 W 77th St,,Manhattan,10024,-73.97994523,40.78157133
Atelier A-E Ent,POINT (-73.99087594403446 40.74237388620432),35 West 23rd Street,#3,Manhattan,10010,-73.99087594,40.74237389
Atelier International Art Group Inc,POINT (-73.99671187722127 40.72480608921537),594 Broadway,,Manhattan,10012,-73.99671188,40.72480609
Atlantic Gallery,POINT (-73.99143107504511 40.74746646219944),135 West 29th St,suite 601,Manhattan,10001,-73.99143108,40.74746646
Atmosphere Galleries Inc,POINT (-74.00600863130276 40.74476246542635),134 10th Ave,,Manhattan,10011,-74.00600863,40.74476247
Audiello Fine Art Inc,POINT (-74.0044220151553 40.75009455123575),526 W 26th St,,Manhattan,10001,-74.00442202,40.75009455
Audrey C Art & Jewels,POINT (-73.96572040008752 40.763249971573764),167 E 61st St,,Manhattan,10021,-73.9657204,40.76324997
Australian Aboriginal Fine Art Gallery Of New York,POINT (-73.95015415750696 40.79501690627845),1255 5th Ave,,Manhattan,10029,-73.95015416,40.79501691
Av Art Gallery & Custom Framing Inc,POINT (-73.99938013572218 40.744615751459236),235 8th Ave,,Manhattan,10011,-73.99938014,40.74461575
Available Art Llc,POINT (-73.98529286493043 40.685308792518455),204 Dean St,,Brooklyn,11217,-73.98529286,40.68530879
AVC Contemporary Arts Gallery,POINT (-73.97167802578994 40.762183792857236),41 E. 57th St.,,Manhattan,10022,-73.97167803,40.76218379
Avshalom Eitan Fine Arts,POINT (-73.9386614826445 40.85075794194175),461 Fort Washington Ave,,Manhattan,10033,-73.93866148,40.85075794
Axelle Fine Art,POINT (-73.98851197926002 40.68807777539699),312 Atlantic Ave,,Brooklyn,11201,-73.98851198,40.68807778
Axelle Fine Arts Gallery Ltd,POINT (-74.00149047896814 40.72411800152975),148 Spring St,,Manhattan,10012,-74.00149048,40.724118
Aztec Marketing Co,POINT (-74.00648308644872 40.70789856563353),90 John St,,Manhattan,10038,-74.00648309,40.70789857
Back To Africa Imports,POINT (-73.98868276932478 40.74347151482428),6 W 26th St,,Manhattan,10010,-73.98868277,40.74347151
Back To Roots Inc,POINT (-73.87589510879744 40.667315043315995),440 Montauk Ave,,Brooklyn,11208,-73.87589511,40.66731504
